"NOME","NUM","SEQ","SENTIDO","ITINERARY_ID","COD"
"R. Helena Grodzki, 3180 - Umbara (Estrada do Ganchinho)","160727","13","Circular","3082","683"
"R. Helena Grodzki, 3180 - Umbara (Estrada do Ganchinho)","160727","13","Futurama","918","683"
"Rua Mandirituba, 1711 - Sítio Cercado","160436","13","Terminal Sítio Cercado","919","683"
"Rua Marcos Bertoldi, 3 - Campo de Santana","170529","13","Terminal Pinheirinho","921","684"
"Rua João Batista Bettega Júnior, 536-678 - Tatuquara","171049","13","Rio Bonito","920","684"
"Rua Marcos Bertoldi, 3 - Campo de Santana","170529","13","Terminal Pinheirinho Via Ludovica (Fins de semana)","9773","684"
"Rua João Batista Bettega Júnior, 536-678 - Tatuquara","171049","13","Rio Bonito Via Ludovica (Fins de Semana)","9774","684"
"Av. Juscelino Kubitschek de Oliveira, 12453 - Cidade Industrial","170062","13","Rio Bonito","927","685"
"Rua Odir Gomes da Rocha, 1241 - Tatuquara","170478","13","Terminal CIC","926","685"
"Av. Pres. Kennedy, 2760 - Água Verde","150016","13","Mad. S. Pedro / R. Negro (Circular)","10933","689"
"BR-116, 26820-27220 - Campo de Santana","171031","13","Vila Juliana","6324","690"
"Estrada Delegado Bruno de Almeida, 4048  - Campo de Santana","170565","13","Terminal Pinheirinho","933","690"
"Av. Pres. Arthur da S Bernardes, 526 - Portão","180115","13","Terminal Fazendinha","935","701"
"Rua Bocaiúva, 543 - Santa Quitéria","180243","13","Praça Rui Barbosa","934","701"
"Terminal Cachoeira - 702 - Fazendinha Tamandaré","109142","13","Terminal Cachoeira","11713","702"
"Rua Rezala Simão, 1446 - Santa Quitéria","180008","13","Praça Rui Barbosa (Via Rezala Simão)","6723","706"
"Rua Rezala Simão, 1446 - Santa Quitéria","180008","13","Praça Rui Barbosa (Via Amadeu Amaral)","6741","706"
"Avenida Iguaçu, 4378 - Rebouças","180645","13","Terminal Caiuá (Via Amadeu Amaral)","6742","706"
"Avenida Iguaçu, 4378 - Rebouças","180645","13","Terminal Caiuá (Via Rezala Simão)","6724","706"
"Rua Município de Enéas Marquês, 532 - Cidade Industrial","180485","13","Porto Belo - Santa Amélia","6970","710"
"Rua Raul Pompéia, 649 - Cidade Industrial","180443","13","Terminal Fazendinha","941","711"
"Rua Clemente Ritz, 415- Cidade Industrial","180746","13","Itatiaia","940","711"
"Rua Des. Cid Campelo, 5814 - Cidade Industrial","180512","13","Terminal CIC","942","712"
"Rua Artur Martins Franco, 2134 - Cidade Industrial","180515","13","Terminal Fazendinha","943","712"
"Rua Jan Frederik de Jager, 2 - Cidade Industrial","180802","13","Fórum/B. Vista - Circular","7530","716"
"Rua Maria Lúcia Locher de Athayde, 7500 - Cidade Industrial","180803","13","Frigorifico / Caiuá / Bela Vista","3702","716"
"Rua Município de Enéas Marquês, 532 - Cidade Industrial","180485","13","Porto Belo","952","718"
"R. João Dembinski, 1868 - Cidade Industrial","181020","13","Terminal Fazendinha","955","720"
"Rua João Dembinski, 701 - Cidade Industrial","180214","13","Terminal Campo Comprido","956","720"
"Rua Deputado Cunha Bueno, 126 - Cidade Industrial","180393","13","Terminal Caiuá","2041","721"
"Estrada Velha do Barigui, 2500 - Cidade Industrial","180322","13","Mário Jorge","2042","721"
"Terminal Caiuá - 826 - Campo Comprido / CIC - 732 Campo Comprido / Caiuá","105008","13","Terminal Caiuá","957","732"
"Avenida Iguaçu, 4378 - Rebouças","180645","13","Santa Quitéria","960","760"
"Av. Pres. Getúlio Vargas, 3355 - Água Verde","180534","13","Praça Rui Barbosa","959","760"
"Rua Pinheiro Guimarães, 23 - Portão","180609","13","Praça Rui Barbosa","962","761"
"Rua Bororós, 445 - Vila Izabel","180466","13","Vila Izabel","961","761"
"Rua Tamoios, 420 - Vila Izabel","180538","13","V. Rosinha","963","762"
"Rua Pinheiro Guimarães, 23 - Portão","180609","13","Praça Rui Barbosa","1801","762"
"Rua Francisca Beralde Paolini 777 - Campo de Santana","170587","13","Terminal Pinheirinho","9953","772"
"BR-116, 26820-27220 - Campo de Santana","171031","13","Tupy","9954","772"
"Rua Ernesto Germano Fco. Hannemann, 725 - Tatuquara","170947","13","Terminal CIC","11973","773"
"Rua Paul Garfunkel, 4044 - Cidade Industrial","170620","13","Terminal Tatuquara.","11974","773"
"Rua Major França Gomes, 433 - Santa Quitéria","180847","13","Praça Rui Barbosa","967","777"
"Avenida Iguaçu, 4123 - Rebouças","180644","13","Vila Velha","968","777"
"Rua Renato Polati, 2 - Campo Comprido","180277","13","Praça Rui Barbosa","969","778"
"Avenida Iguaçu, 4123 - Rebouças","180644","13","Terminal Fazendinha","970","778"
"R. Maj. França Gomes, 852 - Santa Quiteria","181033","13","Estação Sta. Quitéria / Buriti","973","779"
"Rua João Alencar Guimarães, 740 -Sta Quiteria","180795","13","Estação Sta. Quitéria / Vila Velha","974","779"
"Avenida Iguaçu, 4378 - Rebouças","180645","13","Vila Velha","2066","788"
"Avenida Iguaçu, 4378 - Rebouças","180645","13","Caiuá","2088","789"
"Alameda Julia da Costa, 2706 - São Francisco","180051","13","Terminal Campina do Siqueira","976","801"
"Rua Emíliano Perneta, 922- Centro","110019","13","Batel","975","801"
"Rua Dep. Heitor Alencar Furtado, 1872 - Campina do Siqueira","190500","13","Cic Norte","11834","809"
"Rua Padre Anchieta, 2665 - Bigorrilho","180558","13","Rui Barbosa Chegada (desativar 10/05/21)","11034","809"
"Rua Padre Anchieta, 2665 - Bigorrilho","180558","13","Rui Barbosa Chegada","11835","809"
"Rua Dep. Heitor Alencar Furtado, 1872 - Campina do Siqueira","190500","13","Cic Norte (desativar 10/05/21)","11014","809"
"Rua Julieta Zilioto, 431 - Santo Inácio","190118","13","Saturno","981","811"
"Estrada da Miná do Ouro, 732 - Santo Inácio","190113","13","Terminal Campina do Siqueira","982","811"
"Rua Alexandre Marcoski, 26 - São Braz","190046","13","Terminal Campina do Siqueira","984","812"
"Rua José Tomasi, 445- Santa Felicidade","190039","13","Montana","983","812"
"Rua Jeremias Maciel Perreto, 1080 - Campo Comprido","180011","13","Mossunguê","985","814"
"Marginal Rodovia BR- 277, 926 - Santo Inácio","190002","13","Terminal Campina do Siqueira via Copel","6821","814"
"Marginal Rodovia BR- 277, 1976 - Santo Inácio","190008","13","Atendimento Especial  Mossunguê / T.C.Siqueira via Tuiuti","2807","814"
"Marginal Rodovia BR- 277, 1630 - Santo Inácio","190009","13","Terminal Campina do Siqueira","986","814"
"Marginal Rodovia BR- 277, 926 - Santo Inácio","190198","13","Terminal Campina do Siqueira","6402","816"
"Rua Via Veneto, 504 - Santa Felicidade","190237","13","Santa Felicidade","6401","816"
"Rua Isaltino Dias Ferraz, 95 - Cidade Industrial","180232","13","Terminal Campo Comprido","8174","820"
"Rua Leandro Dacheux do Nascimento Júnior, 91 - Cidade Industrial","180732","13","Augusta / Trianon / V.Marqueto","8176","820"
"Rua Pedro Cruzetta, 350 - Augusta","180358","13","Terminal Campo Comprido","8193","820"
"Av. Três Marias, 1180 - São Braz","190976","13","Terminal Santa Felicidade","989","821"
"Rua Brasílio Cuman, 830 - São Braz","190260","13","Terminal Campo Comprido","990","821"
"Rua Prof. João Falarz, 1022 - Orleans","190299","13","Terminal Campo Comprido","992","822"
"Rua Padre José Lopacinski, 1226 - Cidade Industrial","190734","13","Gabineto","991","822"
"Rua Eduardo Sprada, 5530 - Campo Comprido","190238","13","Campo Comprido","993","823"
"Rua Soldado Agnaldo Gonçalves, 202 - Cidade Industrial","181003","13","Augusta","994","823"
"Rua Pedro Cruzetta, 350 - Augusta","180358","13","Terminal Campo Comprido","3545","825"
"Rua Maria Helena Brandão, 305 - Cidade Industrial","180952","13","Vila Marqueto","3547","825"
"Av. Juscelino Kubitschek de Oliveira, 5951 - Cidade Industrial","180196","13","Terminal CIC","1003","826"
"Av. Juscelino Kubitschek de Oliveira, 6721 - Cidade Industrial","180201","13","Terminal Campo Comprido","1004","826"
"Av. Juscelino Kubitscheck de Oliveira, 1410 - Cidade Industrial","190368","13","Terminal Campo Comprido","1006","827"
"Av. Juscelino Kubitscheck de Oliveira, 1495 - Cidade Industrial","190746","13","Riviera","1005","827"
"Rua Renato Polati, 1145 - Campo Comprido","180268","13","Terminal Capão Raso","1007","828"
"R. Gen. Potiguara, 1762 - Fazendinha","180094","13","Terminal Campo Comprido","1008","828"
"R. Gen. Potiguara, 1762 - Fazendinha","180094","13","Terminal Fazendinha","1012","831"
"Rua Dep. Waldemiro Pedroso, 839 - Novo Mundo","170104","13","Terminal Capão Raso","1011","831"
"Avenida Nossa Senhora Aparecida, 786- Seminário","180590","13","V. Sandra","1013","860"
"Rua Eduardo Sprada, 4300 - Campo Comprido","180225","13","Praça Rui Barbosa","1014","860"
"Rua Eduardo Sprada, 640 -  Campo Comprido","180661","13","Praça Rui Barbosa","1016","861"
"Av. Nossa Senhora Aparecida, 778 - Seminário","180584","13","Tramontina","1015","861"
"Av. Nossa Senhora Aparecida, 305 - Seminário","180560","13","Praça Zacarias","12253","862"
"Av. Nossa Senhora Aparecida, 778 - Seminário","180584","13","Barigui","12254","862"
"Rua Prof. Assis Gonçalves, 1-55 - Água Verde","150552","13","Água Verde","12477","863"
"Rua Brasílio Itiberê, 2731-2839 - Rebouças","150719","13","Praça Tiradentes","12494","863"
"Rua Deputado Nilson Ribas, 164 - Seminário","180575","13","Praça Tiradentes","9894","865"
"Alameda Julia da Costa, 2030 - São Francisco","180818","13","Jd.Esplanada / Paulo Gorski","9914","865"
"Marginal Rodovia BR- 277, 1630 - Santo Inácio","190009","13","Praça Tiradentes","1020","870"
"R. Padre Agostinho, 2126 - Bigorrilho","190232","13","São Bráz","1019","870"
"Rua Edmundo Saporski, 331 - Mercês","190327","13","Praça Tiradentes","1021","875"
"R. Euclides da Cunha, 1761 - Bigorrilho","190204","13","Bigorrilho","1022","875"
"Rua Antônio Escorsin, 356 - Santa Felicidade","190931","13","Praça Tiradentes","1024","876"
"Avenida Cândido Hartmann, 1106 - Mercês","190178","13","Savóia","1023","876"
"R. Padre Agostinho, 2126 - Bigorrilho","190232","13","Mad. São Bráz (circular)","11018","889"
"Rua João Budel, 880 - Butiatuvinha","190822","13","Passaúna","5882","911"
"Av. Manoel Ribas, 8150 - Butiatuvinha","190488","13","Terminal Sta.Felicidade","5881","911"
"Av. Manoel Ribas, 6504 - Santa Felicidade","190302","13","Terminal Sta. Felicidade","1036","912"
"Rua José Culpi, 393 - Butiatuvinha","190777","13","José Culpi","1035","912"
"R. Maria Benato Volpi, 87 - Butiatuvinha","190965","13","Butiatuvinha","12413","913"
"Rua Antônio Strapasson, 300 - São Braz","190090","13","Terminal Sta. Felicidade","12393","913"
"Rua Domingos Gulin, 345 - Butiatuvinha","190755","13","Ouro Verde","6422","915"
"Rua Antônio Bartapeli, 1 - Santa Felicidade","190098","13","Terminal Santa Felicidade","6421","915"
"Rua Antônio Bartapeli, 160 - Santa Felicidade","190751","13","Sentido V. Badia","1042","915"
"Rua Sebastião Santos, 552 - Santa Felicidade","190097","13","Circular Vila Bádia - Ouro Verde","3984","915"
"Rua João Golin, 328 - Butiatuvinha","190754","13","Sentido Ouro Verde","1044","915"
"Rua Paulo J Buso, 552 - Santa Felicidade","190810","13","Pinheiros","11194","916"
"Rua Via Veneto, 1593 - Santa Felicidade","190239","13","Terminal Sta. Felicidade","11173","916"
"Rua João Refo, 351 - Santa Felicidade","190477","13","Terminal Sta. Felicidade","11174","917"
"Rua Wanda Wolf, 1138 - Santa Felicidade","190803","13","Jardim Ipê","11193","917"
"Av. Vereador Toaldo Túlio, 1062 - São Braz","190247","13","Veneza","1049","918"
"Rua João Azolin, 537 - Santa Felicidade","190332","13","Terminal Sta. Felicidade","1050","918"
"Rua Ari José Vale, 434 - São João","190416","13","Terminal Santa Cândida","5982","924"
"Rua Teodoro Makiolka, 3026 - Barreirinha","120604","13","Terminal Santa Felicidade","1804","924"
"Rua João Refo, 705 - Santa Felicidade","190475","13","Terminal Santa Felicidade","11175","928"
"Rua João Budel, 743 - Butiatuvinha","190092","13","Passaúna - Rua Ursula Cumim","8114","928"
"Rua Wanda Wolf, 1138 - Santa Felicidade","190803","13","Jd.Ipê","11195","928"
"Rua João Budel, 880 - Butiatuvinha","190822","13","Passaúna","8121","928"
"Av. Manoel Ribas, 8150 - Butiatuvinha","190488","13","Terminal Santa Felicidade","8113","928"
"Av. Manoel Ribas, 6504 - Santa Felicidade","190302","13","Terminal Santa Felicidade","8116","938"
"Av. Manoel Ribas, 7140 - Santa Felicidade","190305","13","Terminal Santa Felicidade","8213","938"
"Rua José Culpi, 393 - Butiatuvinha","190777","13","José Culpi","8115","938"
"Rua João Azolin, 537 - Santa Felicidade","190332","13","Terminal Santa Felicidade","8214","938"
"Rua João Azolin, 537 - Santa Felicidade","190332","13","Terminal Santa Felicidade","8117","938"
"Rua José Tomasi, 262 - Santa Felicidade","190788","13","Veneza","8234","938"
"Rua José Culpi, 3 - Butiatuvinha","190776","13","José Culpi","8233","938"
"Rua José Tomasi, 262 - Santa Felicidade","190788","13","Veneza","8135","938"
"Rua Serafina Cumam Culpi, 3 - Butiatuvinha","190161","13","Ouro Verde","8120","948"
"Terminal Santa Felicidade - 913 - Butiatuvinha","106008","13","Terminal Santa Felicidade","8136","948"
"R. Maria Benato Volpi, 87 - Butiatuvinha","190965","13","Butiatuvinha","8118","948"
"Estr. Ângelo Pianaro, 700 - Butiatuvinha","190966","13","Terminal Santa Felicidade","8119","948"
"Rua Victório Viezzer, 560 - Vista Alegre","190513","13","Terminal Santa Felicidade","1057","965"
"Rua Ângelo Domingos Durigan, 819 - Cascatinha","109672","13","Praça Tiradentes","1058","965"
"Rua Júlio Graf, 179 - Vista Alegre","190518","13","Praça Tiradentes","1060","967"
"Rua Victório Viezzer, 560 - Vista Alegre","190513","13","Julio Graf","1059","967"
"Rua José Valle, 1171 - Santa Felicidade","190678","13","Nestor de Castro","1063","972"
"Bosque Alemão","190419","13","Turismo","10253","979"
"Bosque Alemão","190419","13","Turismo","1065","979"
"Av. Manoel Ribas, 1414 - Mercês","190449","13","Mad. Santa Felicidade (Circular)","11053","989"
"Av. Sen. Salgado Filho, 4704 - Uberaba","140319","13","Salgado Filho","1243","X14"
"Av. Sen. Salgado Filho, 4704 - Uberaba","140319","13","Terminal Hauer","1242","X14"
"Estação Tubo Herculano de Araújo","108056","13","Atendimento Term. Sítio Cercado - Term.Portão","9935","X20"
"Estação Tubo Rosa Tortato","108127","13","Terminal Sítio Cercado","1872","X20"
"Av. Mal. Mascarenhas de Morais, 59 - Tingui","130918","13","Santa Cândida","11354","X39"
"Rua Albino Kaminski, 422 - Bairro Alto","130516","13","Bairro Alto","11353","X39"
"Av. Victor Ferreira do Amaral, 532 - Tarumã","130203","13","Terminal Capão da Imbúia","2703","020"
"Terminal Hauer - 020 - Interbairros II (Horário)","105512","13","Terminal Hauer","2704","020"
"Av. Brasília, 6105 - Novo Mundo","150106","13","Terminal Capão Raso","2705","020"
"R. Francisco Klemtz, 2-100 - Portão","180107","13","Terminal Campina do Siqueira","2706","020"
"R. Francisco Klemtz, 2-100 - Portão","180107","13","Sentido Horário","6681","020"
"R. João Tschannerl, 576 - Vista Alegre","190224","14","Terminal Cabral","2702","020"
"Rua Baltazar Carrasco dos Reis, 440 - Rebouças","140875","14","Horário","6481","010"
"Rua Baltazar Carrasco dos Reis, 440 - Rebouças","140875","14","Horário","481","010"
"Rua Bento Viana, 1166 - Batel","180141","14","Horário","2701","010"
"Alameda Pres. Taunay, 1432 - Mercês","190171","14","Anti-horário","482","011"
"Alameda Pres. Taunay, 1432 - Mercês","190171","14","Anti-Horário","9473","011"
"Rua Rocha Pombo, 920 - Juvevê","120097","14","Anti-horário","4382","011"
"Rua São Mateus, 62 - Portão","170016","14","Atendimento C.Siqueira - Cabral","7070","021"
"Rua João Gava, 826 - Abranches","120073","14","Anti-Horário","7051","021"
"Rua Francisco Frischman, 6 - Portão","180973","14","Atendimento Term. C.Siqueira - Term. C.Raso","7052","021"
"Rua São Mateus, 62 - Portão","170016","14","Terminal Capão Raso","2645","021"
"Rua Prof. Nivaldo Braga, 1182 - Capão da Imbuia","130230","14","Terminal Capão da Imbuia","2762","021"
"Rua Paulo Setúbal, 1017 - Hauer","150208","14","Terminal Hauer","2646","021"
"Av. Victor Ferreira do Amaral, 247 - Tarumã","130200","14","Terminal Cabral","2648","021"
"Rua João Gava, 826 - Abranches","120073","14","Terminal Campina do Siqueira","2722","021"
"Av. Pres. Arthur da S Bernardes, 1035 - Portão","180112","14","Atendimento Term. C.Raso -Term. C.Siqueira","7053","021"
"Estação Tubo Xaxim","109077","14","Terminal Cabral","2584","022"
"Estação Tubo Jardim das Américas","109034","14","Terminal Portão","2586","022"
"Estação Tubo Salgado Filho","109065","14","Terminal Campina do Siqueira","2601","022"
"Terminal Campina do Siqueira - 022 - Inter 2 (Horário)","109125","14","Horário","7010","022"
"Terminal Campina do Siqueira - 022 - Inter 2 (Horário)","109125","14","Terminal Capão da Imbuia","485","022"
"Estação Tubo Agrárias","109001","14","Terminal Hauer","2585","022"
"Estação Tubo Detran - 307- Bairro Alto / Sta Felicidade - 022 - Inter 2 (Horário)","109024","14","Terminal Capão Raso","2587","022"
"Terminal Cabral - 023 - Inter 2 (Anti-Horário)","109083","14","Anti-Horário(Circular)","7190","023"
"Estação Tubo Xaxim","109077","14","Terminal Cabral","2589","023"
"Terminal Cabral - 023 - Inter 2 (Anti-Horário)","109083","14","Terminal do Portão","2588","023"
"Estação Tubo Teffé - 023-Inter 2 (Anti-Horário)","109069","14","Terminal Capão Raso","2590","023"
"Estação Tubo Detran  - 307-Bairro Alto / Santa Felicidade - 023-Inter 2 (Anti-Horário)","109025","14","Terminal Campina do Siqueira","486","023"
"Estação Tubo Mercês","109047","14","Terminal Hauer","2622","023"
"Estação Tubo Santa Quitéria","109067","14","Terminal Capão da Imbúia","2621","023"
"Av. Pres. Arthur da S Bernardes, 1343 - Portão","180110","14","Terminal Campina do Siqueira","2183","027"
"Rua Itatiaia, 472 - Portão","170013","14","Terminal Capão Raso","2184","027"
"R. Waldemar Loureiro Campos, 4895 - Xaxim","150321","14","Terminal Santa Cândida Final de semana","488","030"
"R. Waldemar Loureiro Campos, 4895 - Xaxim","150321","14","Terminal Bairro Alto","11438","030"
"Rua Eng. Alberto M. de Carvalho, 1136 - Capão da Imbuia","130256","14","Terminal Capão Raso","11374","030"
"Terminal Bairro Alto - 030 - Interbairros III","104001","14","Terminal Capão Raso Final de semana","10655","030"
"R. João Bettega, 5125 - Cidade Industrial","180082","14","Terminal Sta Felicidade","491","040"
"Av. Vereador Toaldo Túlio, 4222 - São Braz","190072","14","Terminal Pinheirinho","490","040"
"Terminal Portão - 050 - Interbairros V","105811","14","Terminal Oficinas","492","050"
"Rua Aquelino Orestes Baglioli,  426 - Jardim Botânico","140605","14","Terminal Fazendinha","493","050"
"Av. Juscelino Kubitschek de Oliveira, 12793 - Cidade Industrial","170065","14","Terminal Campo Comprido","495","060"
"Terminal Caiuá - 060 - Interbairros VI","105007","14","Terminal Pinheirinho","494","060"
"R. Tapajós, 290 - Mercês","110038","14","Teatro Guaira / Pça Santos Andrade","498","150"
"Av. Manoel Ribas, 1054 - Mercês","110035","14","Canal da Música / Vista Alegre","499","150"
"R. Myltho Anselmo da Silva, 1287 - Mercês","190637","14","Guanabara","10715","160"
"Rua Alferes Poli, 787 - Rebouças","110024","14","Jd Mercês","501","160"
"R. Des. Hugo Simas, 2495 - Pilarzinho","120331","14","Nestor de Castro","8616","166"
"R. Des. Hugo Simas, 2672 - Pilarzinho","120024","14","V.Nori","8617","166"
"R. André Zanetti, 152 - Vista Alegre","190218","14","Raposo Tavares","509","168"
"Rua Justo Manfron, 493 - Santa Felicidade","190818","14","Nestor de Castro","508","168"
"R. P-min. Brochado da Rocha, 315 - Pilarzinho","120540","14","Jd. Kosmos","8635","169"
"R. Victor Benato, 1-389 - Pilarzinho","120545","14","Nestor de Castro","8634","169"
"R. Des. Hugo Simas, 2672 - Pilarzinho","120024","14","Bracatinga","8673","170"
"R. Des. Hugo Simas, 2796 - Pilarzinho","120030","14","Nestor de Castro","8653","170"
"R. Des. Hugo Simas, 2672 - Pilarzinho","120024","14","Primavera","8655","171"
"R. Des. Hugo Simas, 1299 - Bom Retiro","120337","14","Nestor de Castro","8654","171"
"Rua Des. Benvindo Valente, 104 - São Francisco","110011","14","Bom Retiro","8657","175"
"Alameda Dr. Muricy, 949 - Centro","110341","14","PUC","8656","175"
"R. Mateus Leme, 3380 - São Lourenço","120521","14","Parque Tanguá","8637","176"
"R. Nilo Peçanha, 1993 - Bom Retiro","120537","14","Nestor de Castro","8636","176"
"R. Mateus Leme, 3573 - Bom Retiro","120518","14","Mateus Leme","8675","181"
"Rua Antônio Krainiski, 183 - Abranches","120250","14","Praça Tiradentes","8659","181"
"Rua Mateus Leme, 6642 - Abranches","120311","14","Praça Tiradentes","8660","182"
"R. Mateus Leme, 3380 - São Lourenço","120521","14","Terminal Barreirinha","8661","182"
"R. Mateus Leme, 3573 - Bom Retiro","120518","14","Jd. Chaparral","8676","183"
"Rua Des. José Carlos Ribeiro Ribas, 1351 - Taboão","120277","14","Praça Tiradentes","8662","183"
"R. Mateus Leme, 5217 - Bom Retiro","120508","14","Praça Tiradentes","8663","184"
"R. Mateus Leme, 3573 - Bom Retiro","120518","14","V.Suiça","8664","184"
"R. Vinte e Cinco de Abril, 23 - Pilarzinho","190615","14","Sentido Uberaba","10993","188"
"Av. Sen. Salgado Filho, 4704 - Uberaba","140319","14","Sentido Pilarzinho","10994","188"
"R. Mateus Leme, 3002 - São Lourenço","120522","14","Abranches","10716","189"
"Estação Tubo Petit Carneiro","108040","14","Terminal Capão Raso","6622","202"
"Estação Tubo Coronel Dulcídio","108033","14","Atendimento Terminal Boa Vista","9153","202"
"Estação Tubo Coronel Dulcídio","108033","14","Terminal Cabral","6621","202"
"Terminal Portão-202-Cabral/C.Raso-203-Sta.Cândida/C.Raso-603-Pinheirinho-602-Circular Sul(AH)","105802","14","Estação Central - Terminal Capão Raso","9033","202"
"Estação Tubo Coronel Dulcídio","108033","14","Terminal Sta.Cândida","5561","203"
"Estação Tubo Passeio Público","108022","14","Terminal Capão Raso","5562","203"
"Rua Campos Sales, 842 - Juvevê","120399","14","Moreira Garcez","538","205"
"Av. Anita Garibaldi, 1897 - Ahú","120006","14","Terminal Barreirinha","539","205"
"R. Nilo Peçanha, 374 - Bom Retiro","110131","14","Praça Osório","8677","207"
"R. Mateus Leme,  1654 - São Francisco","120532","14","Terminal Cabral","8666","207"
"Av. João Gualberto - Passeio Público - Centro","110069","14","Capão Raso","546","209"
"Av. Sete de Setembro, 4342 - Água Verde","150506","14","Santa Cândida","547","209"
"Rodovia BR476 - Próximo R. Frederico Galvão","130084","14","Colina Verde","548","211"
"Rua México, 590 - Bacacheri","130071","14","Terminal Cabral","549","211"
"Rua José Gulin, 369 - Bacacheri","130591","14","Solar","550","212"
"Av. Prefeito Erasto Gaertner, 2000 - Bacacheri","130018","14","Terminal Cabral","551","212"
"Rua Nicarágua, 547 - Bacacheri","130012","14","Terminal Cabral","12613","213"
"Rua Jorge Bom, 48 - Tingui","130597","14","São João","12614","213"
"Av. Prefeito Erasto Gaertner, 2155 -  Bacacheri","130020","14","Terminal Cabral","555","214"
"Rua Guilherme Ihlenfeldt, 75 - Bacacheri","130043","14","Terminal Santa Cândida","554","214"
"Rua Conselheiro Dantas, 356 - Prado Velho","140053","14","Terminal Cabral","559","216"
"Av. Senador Souza Naves, 1710 - Cristo Rei","130148","14","Terminal Portão","558","216"
"Av. Prefeito Erasto Gaertner, 2625 - Bacacheri","130040","14","Terminal Boa Vista","568","222"
"Rua Monteiro Tourinho, 1278 - Tingui","130484","14","Vila Esperança","567","222"
"Rua Coronel Wallace Scott Murrai, 967 - Santa Candida","120187","14","Cassiopéia (Circular)","569","224"
"Rua Nossa Senhora de Nazaré, 1385 - Boa Vista","120218","14","Terminal Boa Vista","571","225"
"Rua Engenheiro Luiz Augusto Leão Fonseca, 220 - Santa Candida","120170","14","Abaeté","572","226"
"Rua Marechal Anor Teixeira dos Santos, 578 - Boa Vista","120163","14","Terminal Boa Vista","573","226"
"Rua Paolo Batan, 278 - Boa Vista","120915","14","Mad. Penha / F. Noronha","11715","229"
"Rua Monteiro Tourinho, 1278 - Tingui","130484","14","Mad. Penha / F. Noronha","11733","229"
"Rua Quintino Bocaiúva, 493 - Campo Pequeno - Colombo - PR","350042","14","Banestado","1947","231"
"Terminal Santa Cândida - 231 - Banestado / Califórnia","105909","14","Terminal Santa Cândida","1948","231"
"Estrada Guilherme Weigert, 437 - Santa Candida","120435","14","Terminal Santa Cândida","584","232"
"R. Paulo Kulik, 230 - Santa Candida","120998","14","Aliança","583","232"
"Rua Antônio Fernandes Apolinário, 34 - Santa Candida","120468","14","Olaria (Circular)","585","233"
"Estrada Guilherme Weigert, 1875 - Santa Candida","120442","14","Terminal Sta. Cândida","1821","236"
"Estrada Guilherme Weigert, 2252 - Santa Candida","120750","14","São Benedito","586","236"
"Rua David Bodziak, 536 - Cachoeira","120567","14","V. Leonice","589","242"
"Avenida Anita Garibaldi, 6300 - Cachoeira","120047","14","Terminal Barreirinha","588","242"
"Avenida Anita Garibaldi, 522 - Cachoeira","120161","14","Santa Terezinha","590","243"
"Avenida Anita Garibaldi, 6049 - Barreirinha","120045","14","Terminal Barreirinha","591","243"
"Rua Fernando de Noronha, 2961 - Santa Candida","120601","14","Jardim Arroio","593","244"
"Rua dos Pinheiros, 303 - Barreirinha","120144","14","Terminal Barreirinha","592","244"
"Av. Anita Garibaldi, 4419 - Curitiba","120026","14","Anita Garibaldi","6610","245"
"Av. Anita Garibaldi, 4419 - Curitiba","120025","14","Terminal Cabral","6609","245"
"R. Brasilino Moura, 605 - Ahú","120052","14","Mal. Hermes/Sta Efigênia","595","260"
"Rua Antônio Corrêa Bittencourt, 263 - Ahu","120269","14","Praça Carlos Gomes","594","260"
"Av. Silva Jardim, 989 - Rebouças","110088","14","Ahú","596","265"
"Av. Cândido de Abreu, 707 - Centro Cívico","110120","14","Los Angeles","597","265"
"Rua Tomazina, 151 - Ahu","120666","14","Moreira Garcez","599","266"
"Av. Anita Garibaldi, 1400 - Ahú","120004","14","Estribo Ahú","598","266"
"Av. Anita Garibaldi, 1076 - Ahú","120003","14","Paineiras","604","272"
"Rua Paula Prevedello Gusso, 869 - Boa Vista","120901","14","Moreira Garcez","605","272"
"Av. Anita Garibaldi, 1076 - Ahú","120003","14","Sta Gema","606","274"
"Av. Anita Garibaldi, 3431 - São Lourenço","120020","14","Moreira Garcez","607","274"
"Rua Delegado Miguel Zacarias, 36 - Boa Vista","120166","14","Moreira Garcez (Domingos)","8413","275"
"Av. Anita Garibaldi, 888 - Juvevê","120233","14","Fernando de Noronha","8393","275"
"Rua Delegado Miguel Zacarias, 36 - Boa Vista","120166","14","Moreira Garcez","8334","275"
"Av. Anita Garibaldi, 888 - Juvevê","120233","14","Fernando de Noronha (Domingos)","8433","275"
"Av. Anita Garibaldi, 888 - Juvevê","120233","14","Fernando de Noronha (Domingos)","8434","275"
"Av. Anita Garibaldi, 888 - Juvevê","120233","14","Fernando de Noronha","8333","275"
"R. Vicente Ciccarino, 60 - Boa Vista","120566","14","Nossa Sra. de Nazaré","608","280"
"Rua Nossa Senhora de Nazaré, 1633 - Boa Vista","120724","14","Moreira Garcez","609","280"
"Estação Tubo Viaduto Capanema","108164","14","Praça Rui Barbosa","2325","302"
"Estação Tubo Viaduto Capanema","108164","14","Atendimento Term. Centenário - Tubo Eufrásio Correia","2328","302"
