"NOME","NUM","SEQ","SENTIDO","ITINERARY_ID","COD"
"R. Cap. Leônidas Marques, 800 - Uberaba","140305","25","Petrópolis / Solitude - Circular","2188","489"
"Terminal Portão-202-Cabral/C.Raso-203-Sta.Cândida/C.Raso-603-Pinheirinho-Circular Sul(H)","105801","25","Terminal Sitio Cercado","2684","502"
"Terminal Hauer - 502 - Circular Sul (Horário) - 503-Boqueirão","105502","25","Horário Circular","5901","502"
"Terminal Hauer - 502 - Circular Sul (Horário) - 503-Boqueirão","105502","25","Terminal Pinheirinho","1387","502"
"Estação Tubo Antônio de Paula","108096","25","Terminal Portão","2681","502"
"Estação Tubo Coqueiros","108097","25","Terminal Hauer","2682","502"
"Estação Tubo Santa Regina","108062","25","Terminal Boqueirão","2683","502"
"Rua David Tows, 535- Xaxim","150402","25","Itamarati","725","512"
"Rua Alcíno Guanabara, 1237 - Hauer","150203","25","Terminal Hauer","726","512"
"Rua Doutor Blei Zorning, 4027 - Boqueirão","150429","25","Terminal Boqueirão","727","513"
"Rua Alcíno Guanabara, 1237 - Hauer","150203","25","Terminal Hauer","728","513"
"Rua dos Pioneiros, 3046 - Alto Boqueirão","160197","25","São Francisco / Iguape","10903","519"
"Rua Isaac Ferreira da Cruz, 3351 - Sítio Cercado","160024","25","Bairro Novo ""B""","8273","524"
"R. Eduardo Pinto da Rocha, 3866 - Alto Boqueirão","160794","25","Terminal Pinheirinho","9073","528"
"R. Dep. Pinheiro Júnior, 2282 - Umbará","160787","25","Terminal Boqueirão","9074","528"
"Rua Maestro Carlos Frank, 1548 - Boqueirão","150026","25","Atendimento E.Veríssimo- Pantanal Circular","2881","533"
"Rua Ana Sofia Ribeiro, 359 - Sítio Cercado","160754","25","Osternack","751","535"
"Rua Januário Alves de Souza, 972 - Boqueirão","150134","25","Terminal Boqueirão","752","535"
"Rua Engenheiro Raul Suplicy de Lacerda, 356 - Alto Boqueirão","160159","25","Zoológico","755","536"
"Rua Januário Alves de Souza, 972 - Boqueirão","150134","25","Terminal Boqueirão","1781","536"
"Rua Isaac Ferreira da Cruz, 3351 - Sítio Cercado","160024","25","Bairro Novo ""B"" Circular","761","542"
"Rua Nicola Pellanda, 675 - Pinheirinho","160080","25","Terminal Fazendinha","764","545"
"Rua Alexandro Glenski - Ganchinho","160799","25","Osternack","3742","548"
"Rua Tijucas do Sul, 876 - Sítio Cercado","160095","25","Terminal Sitio Cercado","3741","548"
"Rua Geraldo Micheletto Pelanda, 644 - Ganchinho","160219","25","Sambaqui - Ultima Viagem","7713","552"
"Rua Isaac Ferreira da Cruz, 3351 - Sítio Cercado","160024","25","Terminal Sítio Cercado","7610","552"
"Rua Maestro Francisco Antonelo, 2027 - Fanny","150284","25","Guilhermina","778","561"
"Rua Alferes Poli, 1089 - Centro","110025","25","Praça Rui Barbosa","779","561"
"Rua Francisco Sobania, 2 - Cidade Industrial","170926","25","Terminal Pinheirinho - Kamyr","8197","600"
"Rua Atílio Brunete, 2437 - Capão Raso","170281","25","Terminal Pinheirinho - Quartel General","8196","600"
"Terminal Boqueirão - 602 - Circular Sul (Anti-Horário)","104304","25","Anti-Horário","6661","602"
"Estação Tubo Ouro Verde","108063","25","Terminal Hauer","2663","602"
"Terminal Sítio Cercado - 602 - Circular Sul (Anti-Horário)","106102","25","Terminal Portão","2664","602"
"Estação Tubo Roberto Hauer","108084","25","Terminal Sitio Cercado","1388","602"
"Terminal Boqueirão - 602 - Circular Sul (Anti-Horário)","104304","25","Terminal Pinheirinho","2665","602"
"Estação Tubo Wenceslau Braz","108121","25","Terminal Boqueirão","2662","602"
"Av. Rep. Argentina, 3021 - Portão","180236","25","Praça Rui Barbosa","2147","609"
"Rua Manoel Valdomiro de Macedo, 1622 - Cidade Industrial","170070","25","CIC","2146","609"
"Terminal CIC - 612 -  Portão / CIC","105210","25","Terminal CIC","799","612"
"Terminal Portão - 612 - Portão / CIC","105809","25","Terminal Portão","800","612"
"Rodovia BR476 - Pista Lateral, 20227 - Pinheirinho","160076","25","Terminal Pinheirinho","11433","617"
"Av. Juscelino Kubitschek de Oliveira, 12793 - Cidade Industrial","170065","25","Terminal CIC","11434","619"
"Av. Juscelino Kubitschek de Oliveira, 12793 - Cidade Industrial","170065","25","Atendimento Sta. Rita - Última Viagem","12313","619"
"Rua Ernesto Germano Fco. Hannemann, 397 - Tatuquara","170437","25","Terminal Tatuquara","11435","619"
"Av. Sagitário, 1253 - Sítio Cercado","150452","25","Terminal Sítio Cercado","824","625"
"Rua Bortolo Gusso, 211 - Capão Raso","150242","25","Terminal Capão Raso","825","625"
"Terminal CIC - 627 - Bosch / 628 - Carbomafra","105212","25","Terminal Capão Raso","827","627"
"Terminal CIC - 627 - Bosch / 628 - Carbomafra","105212","25","Atendimento UTFPR - Capão Raso","8893","627"
"Rua Engenheiro Eduardo Afonso Nadolny, 567 - Cidade Industrial","170364","25","Bairro Carbomafra","12576","628"
"Rua Pedro Gusso, 4311 - Cidade Industrial","180077","25","Terminal CIC / Sentido Capão Raso","12573","628"
"Rua Francisco Derosso, 901 - Xaxim","150079","25","Terminal Capão Raso","830","629"
"Rua Francisco Derosso, 1180 - Alto Boqueirão","160003","25","Alto Boqueirão","831","629"
"Rua Isaac Ferreira da Cruz, 6339 - Pinheirinho","160362","25","Terminal Pinheirinho","833","630"
"Rua Lotário Boutin, 187 - Pinheirinho","150846","25","BR 476 - Piratini","3065","631"
"Terminal Pinheirinho - 638 - Pinheirinho","105717","25","Terminal Pinheirinho","846","638"
"Rua Nova Esperança, 1812 - Sítio Cercado","160381","25","Pinheirinho","845","638"
"Rua Rosa Cavichiolo Nichele, 122 - Umbara","160070","25","Futurama","847","639"
"Rua Léon Nicolas, 2081 - Capão Raso","150332","25","Terminal Pinheirinho","848","639"
"Rua Luiz Nichele, 438 - Umbará","160805","25","Luiz Nichele","852","641"
"Rua Nicola Pellanda, 2460 - Pinheirinho","160329","25","Terminal Pinheirinho","851","641"
"R. Helena Grodzki, 3664 - Umbara (Estrada do Ganchinho)","160723","25","Ganchinho","11313","642"
"Estrada do Ganchinho, 680 - Umbará","160417","25","Terminal Pinheirinho","11293","642"
"Rua Nicola Pellanda, 675 - Pinheirinho","160080","25","Terminal Pinheirinho  Via Calixto","2331","643"
"Rua Nicola Pellanda, 6215 - Umbará","160443","25","Umbará Via Campo Belo","855","643"
"Rua Nicola Pellanda, 1459 - Pinheirinho","160324","25","Terminal Pinheirinho Via Campo Belo","856","643"
"Rua Nicola Pellanda, 6732 - Umbará","160444","25","Umbará Via Calixto","2330","643"
"Rua Júlio Pereira Sobrinho, 115 - Campo de Santana","170901","25","Janaina","862","646"
"R. Francisca Ferreira da Luz, 47-67 - Tatuquara","171046","25","Terminal Pinheirinho","861","646"
"Rua Léon Nicolas, 2081 - Capão Raso","150332","25","Terminal Pinheirinho","866","649"
"Terminal Sítio Cercado - 649 - Pirineus","106111","25","Terminal Sítio Cercado","865","649"
"Rua Hasdrúbal Belegard, 450 - Cidade Industrial","170666","25","Terminal Pinheirinho","11996","650"
"Rua Hasdrúbal Belegard, 450 - Cidade Industrial","170666","25","Terminal Pinheirinho","11436","650"
"Rua Des. Ernani Almeida de Abreu, 831 - Tatuquara","170643","25","Santa Rita","11454","650"
"Rua Águas do Passaúna 01 - São Miguel","180864","25","Moradias Corbélia","2281","653"
"Rodovia BR476, 21251 - Pinheirinho","160073","25","Terminal Pinheirinho","882","655"
"Rua Major Salvador João Fernandes, 278 - Tatuquara","170435","25","Atendimento Rua Ernani de Abreu - Fins Semana","9274","655"
"Rua Major Salvador João Fernandes, 278 - Tatuquara","170435","25","Atendimento Pinheirinho - Dalagassa - Jd. Ordem","5042","655"
"Rua Dolores Guedes, 209 - Tatuquara","170434","25","Jd. da Ordem","881","655"
"Rodovia BR476, 21251 - Pinheirinho","160073","25","Atendimento Jd. Ordem - Dalagassa - Pinheirinho","5041","655"
"Rua Major Salvador João Fernandes, 278 - Tatuquara","170435","25","Atendimento Rua Ernani de Abreu - Dias Úteis","9254","655"
"Rua Prof. Algacir Munhoz Mader, 4510 - Cidade Industrial","180307","25","Terminal Capão Raso","888","658"
"Rua Antônio Pastre, 187 - Cidade Industrial","180319","25","Terminal Caiuá","887","658"
"Estrada Delegado Bruno de Almeida, 1294  - Campo de Santana","170552","25","Terminal Pinheirinho","890","659"
"Estrada Delegado Bruno de Almeida, 4981 - Campo de Santana","170572","25","Caximba / Olaria","889","659"
"Av. Pres. Wenceslau Braz, 948 - Parolin","150683","25","Lindóia","891","661"
"Rua Alferes Poli, 1089 - Centro","110025","25","Praça Rui Barbosa","892","661"
"Rua Santa Joana D'arc, 622 - Lindóia","150639","25","Dom Ático","893","662"
"Rua Alferes Poli, 1089 - Centro","110025","25","Praça Rui Barbosa","894","662"
"Rua João Stenzowski, 1 - Novo Mundo","150775","25","Vila Cubas","895","663"
"Av. Pres. Kennedy, 2511 - Água Verde","150015","25","Praça Rui Barbosa","896","663"
"Av. Pres. Kennedy, 1727 - Guaíra","150009","25","Praça Rui Barbosa","898","665"
"Rua Maria Trevisan Tortato, 642 - Novo Mundo","150070","25","Vila Rex","897","665"
"Av. Pres. Kennedy, 1351 - Parolin","150248","25","Praça Rui Barbosa","1757","666"
"Rua Isidóro Siedeliski, 79 - Novo Mundo","150643","25","Novo Mundo","899","666"
"Av. Pres. Getúlio Vargas, 2676 - Água Verde","150635","25","Praça Rui Barbosa","907","670"
"Rua Desembargador Lauro Sodré Lopes, 230 - Portão","180707","25","São Jorge","906","670"
"Av. Pres. Getúlio Vargas, 1309 - Rebouças","110211","25","Praça Rui Barbosa","909","671"
"Rua Raul Félix, 432 - Portão","170865","25","Portão","908","671"
"Rua Pedro Zagonel, 792 - Novo Mundo","170880","25","Formosa","910","673"
"Av. Pres. Getúlio Vargas, 1957 - Rebouças","150637","25","Praça Rui Barbosa","911","673"
"Rua João Bettega, 1928 - Portão","180382","25","Nossa Sra. da Luz","912","674"
"Rua Eduardo Carlos Pereira, 242 - Portão","150870","25","Praça Rui Barbosa","913","674"
"Rua Enete Dubard, 55 - Tatuquara","170644","25","Tatuquara","10213","679"
"Rua Enete Dubard, 55 - Tatuquara","170644","25","Tatuquara","2081","679"
"Av. Winston Churchill, 2546 - Capão Raso","150330","25","Terminal Pinheirinho","915","680"
"Rua Ângelo Tozim, 585 - Campo de Santana","170473","25","Rurbana","914","680"
"Rua Engenheiro João Bley Filho, 95 - Pinheirinho","150270","25","Terminal Pinheirinho","11455","681"
"Rua Santa Rita de Cássia dos Impossíveis, 56 - Tatuquara","170974","25","Tatuquara","11437","681"
"Rua Antonio Augusto de Brilo, 121 - Umbara","160055","25","Circular","3082","683"
"Rua Presidente João Goulart, 545 - Tatuquara","170519","25","Terminal Pinheirinho Via Ludovica (Fins de semana)","9773","684"
"Rua Marcos Bertoldi, 2 - Campo de Santana","170528","25","Rio Bonito","920","684"
"Rodovia Régis Bittencourt, 22689 - Tatuquara","170490","25","Terminal Pinheirinho","921","684"
"Rua Odir Gomes da Rocha, 399 - Tatuquara","170484","25","Rio Bonito Via Ludovica (Fins de Semana)","9774","684"
"Rua Wiegando Olsen  -   Cidade Industrial","170356","25","Terminal CIC","926","685"
"Rua Jovenilson Américo de Oliveira, 116 - Tatuquara","170629","25","Rio Bonito","927","685"
"Rua Brasílio Ribas, 647 - Novo Mundo","150179","25","Mad. S. Pedro / R. Negro (Circular)","10933","689"
"Estrada Delegado Bruno de Almeida, 59 - Campo de Santana","170545","25","Terminal Pinheirinho","933","690"
"Estrada da Caximba, 6990  - Caximba","170576","25","Vila Juliana","6324","690"
"Rua Rezala Simão, 1447 -Santa Quitéria","180009","25","Terminal Fazendinha","935","701"
"Av. Pres. Getúlio Vargas, 1957 - Rebouças","150637","25","Praça Rui Barbosa","934","701"
"Avenida Presidente Getúlio Vargas, 3969 - Rebouças","180639","25","Praça Rui Barbosa (Via Rezala Simão)","6723","706"
"Avenida Presidente Getúlio Vargas, 4557 - Rebouças","180637","25","Praça Rui Barbosa (Via Amadeu Amaral)","6741","706"
"R. Carlos Klemtz, 1000 - Fazendinha","180007","25","Terminal Caiuá (Via Rezala Simão)","6724","706"
"Rua Rezala Simão, 997 - Santa Quitéria","180020","25","Terminal Caiuá (Via Amadeu Amaral)","6742","706"
"Rua Alcir Martins Bastos, 762 - Fazendinha","180761","25","Porto Belo - Santa Amélia","6970","710"
"Rua Lodovico Kaminski, 2763 - Cidade Industrial","180766","25","Frigorifico / Caiuá / Bela Vista","3702","716"
"Rua Lodovico Kaminski, 2075 - Cidade Industrial","180563","25","Fórum/B. Vista - Circular","7530","716"
"Rua Alferes Poli, 400 - Rebouças","110026","25","Praça Rui Barbosa","962","761"
"Rua Alberto Klemtz, 1415 - Portão","180463","25","Vila Izabel","961","761"
"Av. Pres. Getúlio Vargas, 1708 - Rebouças","110210","25","Praça Rui Barbosa","1801","762"
"Rua Rezala Simão, 997 - Santa Quitéria","180020","25","V. Rosinha","963","762"
"Estrada da Caximba, 6990  - Caximba","170576","25","Tupy","9954","772"
"Estrada Delegado Bruno de Almeida, 3986 - Campo de Santana","170564","25","Terminal Pinheirinho","9953","772"
"Rua Enete Dubard, 842 - Tatuquara","170951","25","Terminal Tatuquara.","11974","773"
"Rua Anjolilo Buzzetti, 623-565 - Cidade Industrial","171042","25","Terminal CIC","11973","773"
"Rua Luís Ronaldo Canale, 477 - Campo Comprido","180269","25","Vila Velha","968","777"
"Av. Pres. Getúlio Vargas, 1309 - Rebouças","110211","25","Praça Rui Barbosa","967","777"
"Avenida Presidente Getúlio Vargas, 4557 - Rebouças","180637","25","Praça Rui Barbosa","969","778"
"Rua Renato Polati, 3 - Campo Comprido","180276","25","Terminal Fazendinha","970","778"
"Rua Professor Brasílio Ovídio da Costa, 2837 - Portão","180814","25","Estação Sta. Quitéria / Buriti","973","779"
"Rua Aírton Greifo, 138- Campo Comprido","180778","25","Estação Sta. Quitéria / Vila Velha","974","779"
"Rua Renato Polati, 1086 - Campo Comprido","180267","25","Vila Velha","2066","788"
"R. Carlos Klemtz, 1360 - Fazendinha","180002","25","Caiuá","2088","789"
"Rua Engenheiro Serafim Voloschen, 80 - Campina do Siqueira","190012","25","Terminal Campina do Siqueira","982","811"
"Rua Tobias de Macedo Júnior, 75 - Santo Inácio","190014","25","Terminal Campina do Siqueira","984","812"
"Rua Miguel Novicki, 252 - São Braz","190061","25","Montana","983","812"
"Rua Constante Lunardon, 87 - Mossunguê","180017","25","Terminal Campina do Siqueira via Copel","6821","814"
"Rua Ângelo Marqueto, 581 - Cidade Industrial","180363","25","Augusta / Trianon / V.Marqueto","8176","820"
"Rua Eduardo Sprada, 6221 - Cidade Industrial","180339","25","Terminal Campo Comprido","8193","820"
"Av. Três Marias, 858 - São Braz","190278","25","Terminal Campo Comprido","990","821"
"Rua Brasílio Cuman, 831- São Braz","190259","25","Terminal Santa Felicidade","989","821"
"Rua Eduardo Sprada, 6221 - Cidade Industrial","180339","25","Terminal Campo Comprido","3545","825"
"Rua João Bettega, 6205 - Portão","170089","25","Terminal CIC","1003","826"
"Rua Eduardo Sprada, 5530 - Campo Comprido","190238","25","Terminal Campo Comprido","1004","826"
"Rua Anselmo de Lima Filho, 16 - Cidade Industrial","190381","25","Riviera","1005","827"
"Rua Waldemar Cavanha, 817 - Campo Comprido","180421","25","Terminal Capão Raso","1007","828"
"Rua Renato Polati, 3 - Campo Comprido","180276","25","Terminal Campo Comprido","1008","828"
"Rua Eduardo Sprada, 332 - Campo Comprido","180594","25","Praça Rui Barbosa","1014","860"
"Rua Eduardo Sprada, 3032- Campo Comprido","180546","25","V. Sandra","1013","860"
"Av. do Batel, 1190 - Batel","180069","25","Praça Rui Barbosa","1016","861"
"Rua Luís Tramontin, 1313 - Campo Comprido","180591","25","Tramontina","1015","861"
"Rua Eduardo Sprada, 80 -  Campo Comprido","180471","25","Jd.Esplanada / Paulo Gorski","9914","865"
"Rua Saldanha Marinho, 1179 - Centro","110193","25","Praça Tiradentes","9894","865"
"Rua Cruz Machado, 301 - Centro","110016","25","Praça Tiradentes","1020","870"
"Av. Vereador Toaldo Túlio, 3985 - São Braz","190075","25","São Bráz","1019","870"
"Av. Cândido Hartmann, 3049 - Mercês","190191","25","Bigorrilho","1022","875"
"Rua Desembargador Motta, 1748 - Água Verde","180716","25","Praça Tiradentes","1021","875"
"Av. Cândido Hartmann, 4691 - Santa Felicidade","190938","25","Savóia","1023","876"
"Av. Cândido Hartmann, 1587 - Mercês","190905","25","Praça Tiradentes","1024","876"
"Av. Vereador Toaldo Túlio, 4265 - São Braz","190073","25","Mad. São Bráz (circular)","11018","889"
"Nestor de Castro - 901 - Santa Felicidade","101121","25","Nestor de Castro","1030","901"
"Rua Marcos Mocelin, 44 - Santa Felicidade","190543","25","Terminal Sta. Felicidade","1029","901"
"Estrada Ângelo Pianaro, 1741 - Butiatuvinha","190398","25","Butiatuvinha","12413","913"
"Rua Professor Francisco Zardo, 213- Santa Felicidade","190165","25","Terminal Sta. Felicidade","12393","913"
"Rua João Golin, 2 - Butiatuvinha","190753","25","Circular Vila Bádia - Ouro Verde","3984","915"
"Rua Prof. Alberto Krause, 1311 - Tanguá - Almirante Tamandaré - PR","250050","25","Terminal Santa Cândida","5982","924"
"Rua Guilherme de Souza Valente, 577 - Abranches","120285","25","Terminal Santa Felicidade","1804","924"
"Terminal Santa Felicidade - 917 - Jardim Ipê","106003","25","Passaúna - Rua Ursula Cumim","8114","928"
"Estrada Ângelo Pianaro, 1741 - Butiatuvinha","190398","25","Butiatuvinha","8118","948"
"Rua Via Veneto, 1593 - Santa Felicidade","190239","25","Terminal Santa Felicidade","8119","948"
"Rua Victório Viezzer, 173 - Vista Alegre","190509","25","Praça Tiradentes","1058","965"
"Rua Ângelo Domingos Durigan, 1088 - Cascatinha","190673","25","Terminal Santa Felicidade","1057","965"
"Rua Willian Walter Atkinson, 115 - Vista Alegre","190826","25","Julio Graf","1059","967"
"Rua Ari José Valle, 516 - São João","190679","25","Terminal Sta. Felicidade","1064","972"
"Av. Manoel Ribas, 1140 - Mercês","190447","25","Nestor de Castro","1063","972"
"Alameda Dr. Muricy, 1111 - São Francisco","110325","25","Turismo","10253","979"
"Alameda Dr. Muricy, 1111 - São Francisco","110325","25","Turismo","1065","979"
"Rua José Valle, 1180 - Santa Felicidade","190677","25","Mad. Santa Felicidade (Circular)","11053","989"
"Av. Brasília, 6105 - Novo Mundo","150106","25","Terminal Hauer","2704","020"
"R. Dr. Lauro Wolff Valente, 43 - Portão","180102","25","Terminal Capão Raso","2705","020"
"R. Euclides da Cunha, 1441- Bigorrilho","190203","25","Terminal Campina do Siqueira","2706","020"
"R. Euclides da Cunha, 1441- Bigorrilho","190203","25","Sentido Horário","6681","020"
"Rua Prof. Nilo Brandão, 671 - São Lourenço","120080","26","Terminal Cabral","2702","020"
"Rua Prof. Nivaldo Braga, 243 - Cajuru","140125","26","Terminal Capão da Imbúia","2703","020"
"Rua Bento Viana, 307 - Água Verde","150232","26","Horário","481","010"
"R. Carlos Pioli, 471 - Bom Retiro","120110","26","Horário","2701","010"
"Rua Bento Viana, 307 - Água Verde","150232","26","Horário","6481","010"
"R. Alferes Ângelo Sampaio, 183","150887","26","Anti-Horário","9473","011"
"R. Alferes Ângelo Sampaio, 183","150887","26","Anti-horário","482","011"
"R. Dom Alberto Gonçalves, 256 - Mercês","110031","26","Anti-horário","4382","011"
"Rua José Gomes de Abreu, 702 - Capão Raso","150072","26","Atendimento C.Siqueira - Cabral","7070","021"
"Rua José Gomes de Abreu, 702 - Capão Raso","150072","26","Terminal Capão Raso","2645","021"
"Rua Cel. Francisco Heráclito dos Santos, 1071 - Jardim das Américas","140173","26","Terminal Hauer","2646","021"
"R. André Zanetti, 382 -  Vista Alegre","190631","26","Anti-Horário","7051","021"
"R. André Zanetti, 382 -  Vista Alegre","190631","26","Terminal Campina do Siqueira","2722","021"
"Av. Victor Ferreira do Amaral, 611 - Tarumã","130869","26","Terminal Capão da Imbuia","2762","021"
"Rua Pedro Fabri, 241 - Cabral","120094","26","Terminal Cabral","2648","021"
"Rua das Carmelitas, 2767 - Boqueirão","140331","26","Terminal Bairro Alto","11438","030"
"Rua das Carmelitas, 2767 - Boqueirão","140331","26","Terminal Santa Cândida Final de semana","488","030"
"R. Miguel Caluf, 3049-3001 - Cajuru","140251","26","Terminal Capão Raso","11374","030"
"Rua Pastor Manoel Virgínio de Souza, 855 - Capão da Imbuia","130254","26","Terminal Capão Raso Final de semana","10655","030"
"R. João Dembinski, 3323 - Cidade Industrial","180131","26","Terminal Sta Felicidade","491","040"
"Rua João Dembinski, 802 - Cidade Industrial","180215","26","Terminal Pinheirinho","490","040"
"Rua Rockefeller, 1315 - Prado Velho","140210","26","Terminal Fazendinha","493","050"
"Av. Pres. Kennedy, 333 - Rebouças","150002","26","Terminal Oficinas","492","050"
"Av. Juscelino Kubitschek de Oliveira, 7719","181050","26","Terminal Campo Comprido","495","060"
"Av. Juscelino Kubitschek de Oliveira, 10894 - Cidade Industrial","170049","26","Terminal Pinheirinho","494","060"
"Rua Des. Westphalen, 1136 - Rebouças","110063","26","Guanabara","10715","160"
"R. Myltho Anselmo da Silva, 1222 - Mercês","110202","26","Jd Mercês","501","160"
"Rua São Francisco Xavier, 132 - Pilarzinho","190600","26","V.Nori","8617","166"
"R. Raposo Tavares, 1282 - Pilarzinho","190437","26","Raposo Tavares","509","168"
"R. Gardênio Scorzato, 1206 - Vista Alegre","190622","26","Nestor de Castro","508","168"
"R. Jorn. Geraldo Russe, 296 - Pilarzinho","120348","26","Jd. Kosmos","8635","169"
"Rua Trajano Reis, 296 - São Francisco","110133","26","Nestor de Castro","8634","169"
"Rua José Izidoro Filho, 22 - Pilarzinho","120605","26","Bracatinga","8673","170"
"Nestor de Castro - 170 - Bracatinga","101126","26","Nestor de Castro","8653","170"
"Rua Imaculada Conceição, 1174 - Prado Velho","140271","26","PUC","8656","175"
"Av. Cândido de Abreu, 51  - Centro Cívico","103155","26","Nestor de Castro","8636","176"
"R. Carlos Pioli, 220 - Bom Retiro","120062","26","Praça Tiradentes","8659","181"
"Rua Mateus Leme, 6641 - Abranches","120312","26","Mateus Leme","8675","181"
"R. Nilo Peçanha, 2771 - Pilarzinho","120355","26","Praça Tiradentes","8660","182"
"Rua Mateus Leme, 6641 - Abranches","120312","26","Terminal Barreirinha","8661","182"
"Rua Des. José Carlos Ribeiro Ribas, 1352 - Taboão","120276","26","Jd. Chaparral","8676","183"
"R. Mateus Leme, 3690 - São Lourenço","120517","26","Praça Tiradentes","8662","183"
"Rodovia dos Minérios, 5010 - Almirante Tamandaré, PR","120289","26","V.Suiça","8664","184"
"R. Nilo Peçanha, 1377 - Bom Retiro","120060","26","Praça Tiradentes","8663","184"
"R. Des. Hugo Simas, 259 - Bom Retiro","110129","26","Sentido Uberaba","10993","188"
"Av. Sen. Salgado Filho, 463 - Prado Velho","140873","26","Sentido Pilarzinho","10994","188"
"Rua Mateus Leme, 6651 - Abranches","120314","26","Abranches","10716","189"
"Estação Tubo Holanda","108009","26","Atendimento Terminal Boa Vista","9153","202"
"Estação Tubo Holanda","108009","26","Terminal Sta.Cândida","5561","203"
"Estação Tubo Morretes","108048","26","Terminal Capão Raso","5562","203"
"Av. Paraná, 1658 - Bacacheri","130322","26","Santa Cândida","547","209"
"Av. Rep. Argentina, 2421 - Portão","180235","26","Capão Raso","546","209"
"Rua Odete Laura Fogiato, 650 - Atuba","130062","26","Terminal Santa Cândida","554","214"
"Av. Pres. Kennedy, 700 - Rebouças","150005","26","Terminal Portão","558","216"
"Rua Padre Germano Maier, 711 - Cristo Rei","130138","26","Terminal Cabral","559","216"
"Terminal Boa Vista - 224 - Cassiopéia","104208","26","Cassiopéia (Circular)","569","224"
"Rua João Havro, 357 - Boa Vista","120222","26","Mad. Penha / F. Noronha","11715","229"
"Rua Rio Jarí, 1537- Bairro Alto","130509","26","Mad. Penha / F. Noronha","11733","229"
"Rua dos Funcionários, 157 - Cabral","120002","26","Terminal Cabral","6609","245"
"Rua Flávio Dallegrave, 10277 - Cachoeira","120195","26","Anita Garibaldi","6610","245"
"Av. Cândido de Abreu, 501 - Centro Cívico","110121","26","Praça Carlos Gomes","594","260"
"Avenida Anita Garibaldi, 4222  - Barreirinha","120023","26","Mal. Hermes/Sta Efigênia","595","260"
"Av. Sete de Setembro, 5317 - Batel","180883","26","Los Angeles","597","265"
"Rua S Sebastião, 219 - Ahu","120713","26","Ahú","596","265"
"Rua David Geronasso, 947 - Boa Vista","120650","26","Estribo Ahú","598","266"
"Rua Vereador Washington Mansur, 134 - Ahú","120232","26","Moreira Garcez","605","272"
"Rua Paula Prevedello Gusso, 4072 - Boa Vista","120669","26","Paineiras","604","272"
"Rua Campos Sales, 592 - Juvevê","120400","26","Moreira Garcez","607","274"
"Av. Anita Garibaldi, 4644 - Barreirinha","120028","26","Sta Gema","606","274"
"Rua Vicente Geronasso, 412 - Boa Vista","120629","26","Fernando de Noronha (Domingos)","8434","275"
"Rua Vicente Geronasso, 412 - Boa Vista","120629","26","Fernando de Noronha","8333","275"
"Rua Reverendo Braz Hernandes, 56 - Barreirinha","120638","26","Moreira Garcez","8334","275"
"Rua Vicente Geronasso, 412 - Boa Vista","120629","26","Fernando de Noronha (Domingos)","8433","275"
"Rua Vicente Geronasso, 412 - Boa Vista","120629","26","Fernando de Noronha","8393","275"
"Rua Reverendo Braz Hernandes, 56 - Barreirinha","120638","26","Moreira Garcez (Domingos)","8413","275"
"Rua São Luís, 177 - Cabral","120727","26","Moreira Garcez","609","280"
"Rua João Reboli, 298 - Santa Candida","120720","26","Nossa Sra. de Nazaré","608","280"
"Estação Tubo Del. Amazor Prestes","108155","26","Terminal Centenário","1384","303"
"Estação Tubo Gastão Câmara","108188","26","Terminal Campo Comprido","1346","303"
"Rua Eng. Costa Barros, 1625 - Cajuru","140730","26","Centenário","10793","309"
"Rua Eunice Betini Bartoszeck, 661 - Uberaba","140083","26","Terminal Centenário","643","338"
"Rua Senador Salgado Filho, 6449 - Uberaba","140072","26","Terminal Hauer","644","338"
"Av. Mal. Mascarenhas de Moraes, 1361 - Atuba","130922","26","Terminal Santa Cândida","646","341"
"Rua Albino Kaminski, 1061 - Bairro Alto","130541","26","Terminal Bairro Alto","647","341"
"Av. Prefeito Erasto Gaertner, 2419 - Bacacheri","130022","26","Terminal Boa Vista","648","342"
"Rua Rio Jarí, 1278 - Bairro Alto","130507","26","Terminal Bairro Alto","649","342"
"Rua Francisco M. Albizu, 1157 - Bacacheri","130036","26","Augusto Stresser","654","361"
"Rua Barão de Guaraúna, 91 - Alto da Glória","110416","26","Praça Santos Andrade","655","361"
"Rua Emíliano Perneta, 724 - Centro","110401","26","Batel","657","365"
"Rua Professor Brandão, 1144 - Alto da Rua XV","130404","26","Jd. Social","656","365"
"Alameda Dr. Carlos de Carvalho, 552 - Centro","110113","26","Hosp. Militar","1722","366"
"Terminal Bairro Alto - 371 - Higienópolis","104011","26","Terminal Bairro Alto","661","371"
"Rua Quinze de Novembro, 1855 - Alto da Rua XV","110070","26","Praça Carlos Gomes","664","372"
"Rua Epaminondas Santos, 2805 - Bairro Alto","130378","26","Bairro Alto","663","372"
"Rua Marco Pólo, 811 - Bairro Alto","130364","26","Terminal Bairro Alto","665","373"
"Rua Quinze de Novembro, 1367 -  Centro","110072","26","Praça Carlos Gomes","666","373"
"Rua Barão de Guaraúna, 91 - Alto da Glória","110416","26","Praça Santos Andrade","12153","374"
"Rua José de Oliveira Franco, 1327 - Bairro Alto","130296","26","Terminal Bairro Alto","12154","374"
"Rua Arnaldo Pisseti, 394 - Bairro Alto","130619","26","Terminal Bairro Alto","669","375"
